"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"03/01/2026 20:00:00 - 03/01/2026 20:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 20:15:00 - 03/01/2026 20:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 20:30:00 - 03/01/2026 20:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 20:45:00 - 03/01/2026 21:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 21:00:00 - 03/01/2026 21:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 21:15:00 - 03/01/2026 21:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 21:30:00 - 03/01/2026 21:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 21:45:00 - 03/01/2026 22:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 22:00:00 - 03/01/2026 22:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 22:15:00 - 03/01/2026 22:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 22:30:00 - 03/01/2026 22:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 22:45:00 - 03/01/2026 23:00:00","Germany (DE)","Solar","0.00"
"03/01/2026 23:00:00 - 03/01/2026 23:15:00","Germany (DE)","Solar","0.00"
"03/01/2026 23:15:00 - 03/01/2026 23:30:00","Germany (DE)","Solar","0.00"
"03/01/2026 23:30:00 - 03/01/2026 23:45:00","Germany (DE)","Solar","0.00"
"03/01/2026 23:45:00 - 04/01/2026 00:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 00:00:00 - 04/01/2026 00:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 00:15:00 - 04/01/2026 00:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 00:30:00 - 04/01/2026 00:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 00:45:00 - 04/01/2026 01:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 01:00:00 - 04/01/2026 01:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 01:15:00 - 04/01/2026 01:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 01:30:00 - 04/01/2026 01:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 01:45:00 - 04/01/2026 02:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 02:00:00 - 04/01/2026 02:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 02:15:00 - 04/01/2026 02:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 02:30:00 - 04/01/2026 02:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 02:45:00 - 04/01/2026 03:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 03:00:00 - 04/01/2026 03:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 03:15:00 - 04/01/2026 03:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 03:30:00 - 04/01/2026 03:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 03:45:00 - 04/01/2026 04:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 04:00:00 - 04/01/2026 04:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 04:15:00 - 04/01/2026 04:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 04:30:00 - 04/01/2026 04:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 04:45:00 - 04/01/2026 05:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 05:00:00 - 04/01/2026 05:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 05:15:00 - 04/01/2026 05:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 05:30:00 - 04/01/2026 05:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 05:45:00 - 04/01/2026 06:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 06:00:00 - 04/01/2026 06:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 06:15:00 - 04/01/2026 06:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 06:30:00 - 04/01/2026 06:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 06:45:00 - 04/01/2026 07:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 07:00:00 - 04/01/2026 07:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 07:15:00 - 04/01/2026 07:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 07:30:00 - 04/01/2026 07:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 07:45:00 - 04/01/2026 08:00:00","Germany (DE)","Solar","0.14"
"04/01/2026 08:00:00 - 04/01/2026 08:15:00","Germany (DE)","Solar","18.39"
"04/01/2026 08:15:00 - 04/01/2026 08:30:00","Germany (DE)","Solar","123.43"
"04/01/2026 08:30:00 - 04/01/2026 08:45:00","Germany (DE)","Solar","443.72"
"04/01/2026 08:45:00 - 04/01/2026 09:00:00","Germany (DE)","Solar","882.10"
"04/01/2026 09:00:00 - 04/01/2026 09:15:00","Germany (DE)","Solar","1397.45"
"04/01/2026 09:15:00 - 04/01/2026 09:30:00","Germany (DE)","Solar","1944.96"
"04/01/2026 09:30:00 - 04/01/2026 09:45:00","Germany (DE)","Solar","2491.97"
"04/01/2026 09:45:00 - 04/01/2026 10:00:00","Germany (DE)","Solar","3080.21"
"04/01/2026 10:00:00 - 04/01/2026 10:15:00","Germany (DE)","Solar","3701.18"
"04/01/2026 10:15:00 - 04/01/2026 10:30:00","Germany (DE)","Solar","4411.92"
"04/01/2026 10:30:00 - 04/01/2026 10:45:00","Germany (DE)","Solar","4997.82"
"04/01/2026 10:45:00 - 04/01/2026 11:00:00","Germany (DE)","Solar","5653.90"
"04/01/2026 11:00:00 - 04/01/2026 11:15:00","Germany (DE)","Solar","6311.92"
"04/01/2026 11:15:00 - 04/01/2026 11:30:00","Germany (DE)","Solar","6944.46"
"04/01/2026 11:30:00 - 04/01/2026 11:45:00","Germany (DE)","Solar","7557.79"
"04/01/2026 11:45:00 - 04/01/2026 12:00:00","Germany (DE)","Solar","7966.84"
"04/01/2026 12:00:00 - 04/01/2026 12:15:00","Germany (DE)","Solar","8508.37"
"04/01/2026 12:15:00 - 04/01/2026 12:30:00","Germany (DE)","Solar","8832.03"
"04/01/2026 12:30:00 - 04/01/2026 12:45:00","Germany (DE)","Solar","9009.29"
"04/01/2026 12:45:00 - 04/01/2026 13:00:00","Germany (DE)","Solar","9084.19"
"04/01/2026 13:00:00 - 04/01/2026 13:15:00","Germany (DE)","Solar","8913.06"
"04/01/2026 13:15:00 - 04/01/2026 13:30:00","Germany (DE)","Solar","8655.42"
"04/01/2026 13:30:00 - 04/01/2026 13:45:00","Germany (DE)","Solar","8179.17"
"04/01/2026 13:45:00 - 04/01/2026 14:00:00","Germany (DE)","Solar","7555.72"
"04/01/2026 14:00:00 - 04/01/2026 14:15:00","Germany (DE)","Solar","6872.45"
"04/01/2026 14:15:00 - 04/01/2026 14:30:00","Germany (DE)","Solar","6153.10"
"04/01/2026 14:30:00 - 04/01/2026 14:45:00","Germany (DE)","Solar","5249.29"
"04/01/2026 14:45:00 - 04/01/2026 15:00:00","Germany (DE)","Solar","4378.30"
"04/01/2026 15:00:00 - 04/01/2026 15:15:00","Germany (DE)","Solar","3536.39"
"04/01/2026 15:15:00 - 04/01/2026 15:30:00","Germany (DE)","Solar","2686.07"
"04/01/2026 15:30:00 - 04/01/2026 15:45:00","Germany (DE)","Solar","1843.99"
"04/01/2026 15:45:00 - 04/01/2026 16:00:00","Germany (DE)","Solar","1082.59"
"04/01/2026 16:00:00 - 04/01/2026 16:15:00","Germany (DE)","Solar","468.83"
"04/01/2026 16:15:00 - 04/01/2026 16:30:00","Germany (DE)","Solar","119.12"
"04/01/2026 16:30:00 - 04/01/2026 16:45:00","Germany (DE)","Solar","16.83"
"04/01/2026 16:45:00 - 04/01/2026 17:00:00","Germany (DE)","Solar","1.73"
"04/01/2026 17:00:00 - 04/01/2026 17:15:00","Germany (DE)","Solar","0.02"
"04/01/2026 17:15:00 - 04/01/2026 17:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 17:30:00 - 04/01/2026 17:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 17:45:00 - 04/01/2026 18:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 18:00:00 - 04/01/2026 18:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 18:15:00 - 04/01/2026 18:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 18:30:00 - 04/01/2026 18:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 18:45:00 - 04/01/2026 19:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 19:00:00 - 04/01/2026 19:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 19:15:00 - 04/01/2026 19:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 19:30:00 - 04/01/2026 19:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 19:45:00 - 04/01/2026 20:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 20:00:00 - 04/01/2026 20:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 20:15:00 - 04/01/2026 20:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 20:30:00 - 04/01/2026 20:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 20:45:00 - 04/01/2026 21:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 21:00:00 - 04/01/2026 21:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 21:15:00 - 04/01/2026 21:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 21:30:00 - 04/01/2026 21:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 21:45:00 - 04/01/2026 22:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 22:00:00 - 04/01/2026 22:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 22:15:00 - 04/01/2026 22:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 22:30:00 - 04/01/2026 22:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 22:45:00 - 04/01/2026 23:00:00","Germany (DE)","Solar","0.00"
"04/01/2026 23:00:00 - 04/01/2026 23:15:00","Germany (DE)","Solar","0.00"
"04/01/2026 23:15:00 - 04/01/2026 23:30:00","Germany (DE)","Solar","0.00"
"04/01/2026 23:30:00 - 04/01/2026 23:45:00","Germany (DE)","Solar","0.00"
"04/01/2026 23:45:00 - 05/01/2026 00:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 00:00:00 - 05/01/2026 00:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 00:15:00 - 05/01/2026 00:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 00:30:00 - 05/01/2026 00:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 00:45:00 - 05/01/2026 01:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 01:00:00 - 05/01/2026 01:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 01:15:00 - 05/01/2026 01:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 01:30:00 - 05/01/2026 01:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 01:45:00 - 05/01/2026 02:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 02:00:00 - 05/01/2026 02:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 02:15:00 - 05/01/2026 02:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 02:30:00 - 05/01/2026 02:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 02:45:00 - 05/01/2026 03:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 03:00:00 - 05/01/2026 03:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 03:15:00 - 05/01/2026 03:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 03:30:00 - 05/01/2026 03:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 03:45:00 - 05/01/2026 04:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 04:00:00 - 05/01/2026 04:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 04:15:00 - 05/01/2026 04:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 04:30:00 - 05/01/2026 04:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 04:45:00 - 05/01/2026 05:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 05:00:00 - 05/01/2026 05:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 05:15:00 - 05/01/2026 05:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 05:30:00 - 05/01/2026 05:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 05:45:00 - 05/01/2026 06:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 06:00:00 - 05/01/2026 06:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 06:15:00 - 05/01/2026 06:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 06:30:00 - 05/01/2026 06:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 06:45:00 - 05/01/2026 07:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 07:00:00 - 05/01/2026 07:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 07:15:00 - 05/01/2026 07:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 07:30:00 - 05/01/2026 07:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 07:45:00 - 05/01/2026 08:00:00","Germany (DE)","Solar","0.43"
"05/01/2026 08:00:00 - 05/01/2026 08:15:00","Germany (DE)","Solar","8.50"
"05/01/2026 08:15:00 - 05/01/2026 08:30:00","Germany (DE)","Solar","49.17"
"05/01/2026 08:30:00 - 05/01/2026 08:45:00","Germany (DE)","Solar","264.49"
"05/01/2026 08:45:00 - 05/01/2026 09:00:00","Germany (DE)","Solar","737.86"
"05/01/2026 09:00:00 - 05/01/2026 09:15:00","Germany (DE)","Solar","1311.27"
"05/01/2026 09:15:00 - 05/01/2026 09:30:00","Germany (DE)","Solar","1945.87"
"05/01/2026 09:30:00 - 05/01/2026 09:45:00","Germany (DE)","Solar","2633.74"
"05/01/2026 09:45:00 - 05/01/2026 10:00:00","Germany (DE)","Solar","3328.93"
"05/01/2026 10:00:00 - 05/01/2026 10:15:00","Germany (DE)","Solar","4114.50"
"05/01/2026 10:15:00 - 05/01/2026 10:30:00","Germany (DE)","Solar","4884.26"
"05/01/2026 10:30:00 - 05/01/2026 10:45:00","Germany (DE)","Solar","5669.49"
"05/01/2026 10:45:00 - 05/01/2026 11:00:00","Germany (DE)","Solar","6433.76"
"05/01/2026 11:00:00 - 05/01/2026 11:15:00","Germany (DE)","Solar","7136.20"
"05/01/2026 11:15:00 - 05/01/2026 11:30:00","Germany (DE)","Solar","7761.79"
"05/01/2026 11:30:00 - 05/01/2026 11:45:00","Germany (DE)","Solar","8295.57"
"05/01/2026 11:45:00 - 05/01/2026 12:00:00","Germany (DE)","Solar","8749.51"
"05/01/2026 12:00:00 - 05/01/2026 12:15:00","Germany (DE)","Solar","9104.93"
"05/01/2026 12:15:00 - 05/01/2026 12:30:00","Germany (DE)","Solar","9355.81"
"05/01/2026 12:30:00 - 05/01/2026 12:45:00","Germany (DE)","Solar","9398.84"
"05/01/2026 12:45:00 - 05/01/2026 13:00:00","Germany (DE)","Solar","9295.23"
"05/01/2026 13:00:00 - 05/01/2026 13:15:00","Germany (DE)","Solar","9102.66"
"05/01/2026 13:15:00 - 05/01/2026 13:30:00","Germany (DE)","Solar","8825.98"
"05/01/2026 13:30:00 - 05/01/2026 13:45:00","Germany (DE)","Solar","8461.03"
"05/01/2026 13:45:00 - 05/01/2026 14:00:00","Germany (DE)","Solar","7935.90"
"05/01/2026 14:00:00 - 05/01/2026 14:15:00","Germany (DE)","Solar","7335.52"
"05/01/2026 14:15:00 - 05/01/2026 14:30:00","Germany (DE)","Solar","6713.77"
"05/01/2026 14:30:00 - 05/01/2026 14:45:00","Germany (DE)","Solar","5894.24"
"05/01/2026 14:45:00 - 05/01/2026 15:00:00","Germany (DE)","Solar","5019.48"
"05/01/2026 15:00:00 - 05/01/2026 15:15:00","Germany (DE)","Solar","4116.97"
"05/01/2026 15:15:00 - 05/01/2026 15:30:00","Germany (DE)","Solar","3142.51"
"05/01/2026 15:30:00 - 05/01/2026 15:45:00","Germany (DE)","Solar","2191.35"
"05/01/2026 15:45:00 - 05/01/2026 16:00:00","Germany (DE)","Solar","1300.17"
"05/01/2026 16:00:00 - 05/01/2026 16:15:00","Germany (DE)","Solar","570.48"
"05/01/2026 16:15:00 - 05/01/2026 16:30:00","Germany (DE)","Solar","150.53"
"05/01/2026 16:30:00 - 05/01/2026 16:45:00","Germany (DE)","Solar","17.24"
"05/01/2026 16:45:00 - 05/01/2026 17:00:00","Germany (DE)","Solar","1.60"
"05/01/2026 17:00:00 - 05/01/2026 17:15:00","Germany (DE)","Solar","0.02"
"05/01/2026 17:15:00 - 05/01/2026 17:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 17:30:00 - 05/01/2026 17:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 17:45:00 - 05/01/2026 18:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 18:00:00 - 05/01/2026 18:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 18:15:00 - 05/01/2026 18:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 18:30:00 - 05/01/2026 18:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 18:45:00 - 05/01/2026 19:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 19:00:00 - 05/01/2026 19:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 19:15:00 - 05/01/2026 19:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 19:30:00 - 05/01/2026 19:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 19:45:00 - 05/01/2026 20:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 20:00:00 - 05/01/2026 20:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 20:15:00 - 05/01/2026 20:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 20:30:00 - 05/01/2026 20:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 20:45:00 - 05/01/2026 21:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 21:00:00 - 05/01/2026 21:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 21:15:00 - 05/01/2026 21:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 21:30:00 - 05/01/2026 21:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 21:45:00 - 05/01/2026 22:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 22:00:00 - 05/01/2026 22:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 22:15:00 - 05/01/2026 22:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 22:30:00 - 05/01/2026 22:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 22:45:00 - 05/01/2026 23:00:00","Germany (DE)","Solar","0.00"
"05/01/2026 23:00:00 - 05/01/2026 23:15:00","Germany (DE)","Solar","0.00"
"05/01/2026 23:15:00 - 05/01/2026 23:30:00","Germany (DE)","Solar","0.00"
"05/01/2026 23:30:00 - 05/01/2026 23:45:00","Germany (DE)","Solar","0.00"
"05/01/2026 23:45:00 - 06/01/2026 00:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 00:00:00 - 06/01/2026 00:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 00:15:00 - 06/01/2026 00:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 00:30:00 - 06/01/2026 00:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 00:45:00 - 06/01/2026 01:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 01:00:00 - 06/01/2026 01:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 01:15:00 - 06/01/2026 01:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 01:30:00 - 06/01/2026 01:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 01:45:00 - 06/01/2026 02:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 02:00:00 - 06/01/2026 02:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 02:15:00 - 06/01/2026 02:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 02:30:00 - 06/01/2026 02:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 02:45:00 - 06/01/2026 03:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 03:00:00 - 06/01/2026 03:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 03:15:00 - 06/01/2026 03:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 03:30:00 - 06/01/2026 03:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 03:45:00 - 06/01/2026 04:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 04:00:00 - 06/01/2026 04:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 04:15:00 - 06/01/2026 04:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 04:30:00 - 06/01/2026 04:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 04:45:00 - 06/01/2026 05:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 05:00:00 - 06/01/2026 05:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 05:15:00 - 06/01/2026 05:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 05:30:00 - 06/01/2026 05:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 05:45:00 - 06/01/2026 06:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 06:00:00 - 06/01/2026 06:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 06:15:00 - 06/01/2026 06:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 06:30:00 - 06/01/2026 06:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 06:45:00 - 06/01/2026 07:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 07:00:00 - 06/01/2026 07:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 07:15:00 - 06/01/2026 07:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 07:30:00 - 06/01/2026 07:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 07:45:00 - 06/01/2026 08:00:00","Germany (DE)","Solar","0.44"
"06/01/2026 08:00:00 - 06/01/2026 08:15:00","Germany (DE)","Solar","11.31"
"06/01/2026 08:15:00 - 06/01/2026 08:30:00","Germany (DE)","Solar","87.71"
"06/01/2026 08:30:00 - 06/01/2026 08:45:00","Germany (DE)","Solar","310.19"
"06/01/2026 08:45:00 - 06/01/2026 09:00:00","Germany (DE)","Solar","662.41"
"06/01/2026 09:00:00 - 06/01/2026 09:15:00","Germany (DE)","Solar","1070.98"
"06/01/2026 09:15:00 - 06/01/2026 09:30:00","Germany (DE)","Solar","1540.91"
"06/01/2026 09:30:00 - 06/01/2026 09:45:00","Germany (DE)","Solar","2043.52"
"06/01/2026 09:45:00 - 06/01/2026 10:00:00","Germany (DE)","Solar","2557.81"
"06/01/2026 10:00:00 - 06/01/2026 10:15:00","Germany (DE)","Solar","3106.69"
"06/01/2026 10:15:00 - 06/01/2026 10:30:00","Germany (DE)","Solar","3714.57"
"06/01/2026 10:30:00 - 06/01/2026 10:45:00","Germany (DE)","Solar","4288.23"
"06/01/2026 10:45:00 - 06/01/2026 11:00:00","Germany (DE)","Solar","4816.99"
"06/01/2026 11:00:00 - 06/01/2026 11:15:00","Germany (DE)","Solar","5317.07"
"06/01/2026 11:15:00 - 06/01/2026 11:30:00","Germany (DE)","Solar","5620.25"
"06/01/2026 11:30:00 - 06/01/2026 11:45:00","Germany (DE)","Solar","5830.86"
"06/01/2026 11:45:00 - 06/01/2026 12:00:00","Germany (DE)","Solar","6004.28"
"06/01/2026 12:00:00 - 06/01/2026 12:15:00","Germany (DE)","Solar","6123.94"
"06/01/2026 12:15:00 - 06/01/2026 12:30:00","Germany (DE)","Solar","6126.99"
"06/01/2026 12:30:00 - 06/01/2026 12:45:00","Germany (DE)","Solar","6113.07"
"06/01/2026 12:45:00 - 06/01/2026 13:00:00","Germany (DE)","Solar","6110.75"
"06/01/2026 13:00:00 - 06/01/2026 13:15:00","Germany (DE)","Solar","5837.23"
"06/01/2026 13:15:00 - 06/01/2026 13:30:00","Germany (DE)","Solar","5569.54"
"06/01/2026 13:30:00 - 06/01/2026 13:45:00","Germany (DE)","Solar","5123.51"
"06/01/2026 13:45:00 - 06/01/2026 14:00:00","Germany (DE)","Solar","4667.48"
"06/01/2026 14:00:00 - 06/01/2026 14:15:00","Germany (DE)","Solar","4186.13"
"06/01/2026 14:15:00 - 06/01/2026 14:30:00","Germany (DE)","Solar","3585.94"
"06/01/2026 14:30:00 - 06/01/2026 14:45:00","Germany (DE)","Solar","2948.37"
"06/01/2026 14:45:00 - 06/01/2026 15:00:00","Germany (DE)","Solar","2266.69"
"06/01/2026 15:00:00 - 06/01/2026 15:15:00","Germany (DE)","Solar","1701.51"
"06/01/2026 15:15:00 - 06/01/2026 15:30:00","Germany (DE)","Solar","1192.62"
"06/01/2026 15:30:00 - 06/01/2026 15:45:00","Germany (DE)","Solar","818.47"
"06/01/2026 15:45:00 - 06/01/2026 16:00:00","Germany (DE)","Solar","486.24"
"06/01/2026 16:00:00 - 06/01/2026 16:15:00","Germany (DE)","Solar","223.01"
"06/01/2026 16:15:00 - 06/01/2026 16:30:00","Germany (DE)","Solar","71.24"
"06/01/2026 16:30:00 - 06/01/2026 16:45:00","Germany (DE)","Solar","14.12"
"06/01/2026 16:45:00 - 06/01/2026 17:00:00","Germany (DE)","Solar","4.15"
"06/01/2026 17:00:00 - 06/01/2026 17:15:00","Germany (DE)","Solar","0.08"
"06/01/2026 17:15:00 - 06/01/2026 17:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 17:30:00 - 06/01/2026 17:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 17:45:00 - 06/01/2026 18:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 18:00:00 - 06/01/2026 18:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 18:15:00 - 06/01/2026 18:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 18:30:00 - 06/01/2026 18:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 18:45:00 - 06/01/2026 19:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 19:00:00 - 06/01/2026 19:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 19:15:00 - 06/01/2026 19:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 19:30:00 - 06/01/2026 19:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 19:45:00 - 06/01/2026 20:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 20:00:00 - 06/01/2026 20:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 20:15:00 - 06/01/2026 20:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 20:30:00 - 06/01/2026 20:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 20:45:00 - 06/01/2026 21:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 21:00:00 - 06/01/2026 21:15:00","Germany (DE)","Solar","0.00"
"06/01/2026 21:15:00 - 06/01/2026 21:30:00","Germany (DE)","Solar","0.00"
"06/01/2026 21:30:00 - 06/01/2026 21:45:00","Germany (DE)","Solar","0.00"
"06/01/2026 21:45:00 - 06/01/2026 22:00:00","Germany (DE)","Solar","0.00"
"06/01/2026 22:00:00 - 06/01/2026 22:15:00","Germany (DE)","Solar","0.00"
